SIGLA,IDENTIFICA,EMPRESA,AREA,YACIMIENTO,FORMACION,CUENCA_1,PROVINCIA,COTA,PROFUNDIDA,CLASIFICAC,SUBCLASIFI,TIPO_RECUR,SUB_TIPO_R,GASPLUS,TIPO_POZO,TIPO_EXTRA,TIPO_ESTAD,FECHA_INIC,FECHA_FIN_,ASFECHA_IN,FECHA_F_01,CUENCA_2,TIPO,UBICACION,GEOJSON,geometry
CHE.Md.CHx-3(ia),8371,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,970.36 m,3027 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.988774 -33.386039)
CHE.Md.CHx-6,8372,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,988.35 m,4014 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Parado Transitoriamente,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.9903378 -33.381042)
CHE.Md.CHx-7,8373,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,966.7 m,3251 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,En Estudio,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.995794 -33.383331)
CHE.Md.CHx-9(ia),8374,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,980.69 m,3231 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.005211 -33.385792)
CHE.Md.CH-10(ia),8375,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,981.99 m,3435 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.005239 -33.391153)
CHE.Md.CH-12(ia),8376,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,975.14 m,3265 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.985061 -33.383828)
CHE.Md.CH-14(ia),8377,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1012.6 m,3198 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.992433 -33.355458)
CHE.Md.CH-15,8378,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,980.2 m,3184 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.99635 -33.378403)
CHE.Md.CH-16,8379,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,977.77 m,3211 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Parado Transitoriamente,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.984639 -33.378403)
CHE.Md.CH-20,8380,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1017.44 m,3266 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.998291 -33.358478)
CHE.Md.CH-21,8381,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1013.51 m,3206 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.982433 -33.358958)
CHE.Md.CH-24,8382,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),rio blanco,CUYANA,Mendoza,1009.57 m,3250 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.986156 -33.345653)
M.CH.xp-25,8383,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,985.22 m,4655 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Parado Transitoriamente,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.989858 -33.375486)
CHE.Md.CHa-26,8384,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1022.94 m,3311 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.976572 -33.332375)
CHE.Md.CH-27,8385,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1002.78 m,3143 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.986156 -33.354263)
CHE.Md.CH-28,8386,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),rio blanco,CUYANA,Mendoza,1023.55 m,3280 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.988683 -33.348292)
CHE.Md.CH-29,8387,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),rio blanco,CUYANA,Mendoza,1026 m,3267 m,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.988294 -33.343014)
CHE.Md.CH34,8388,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1022.4 m,3155 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.982211 -33.335792)
CHE.Md.CH-35,8389,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1018.96 m,3250 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.982683 -33.340375)
CHE.Md.CH35(I)(ia),8390,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1025.73 m,3271 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.983933 -33.339736)
CHE.Md.CH-36,8391,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1017.3 m,3160 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.976292 -33.321486)
CHE.Md.CH-1001,8392,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1013.4 m,3224 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.977378 -33.343264)
CHE.Md.CH-1002,8393,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1051.52 m,3602 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.000906 -33.344875)
CHE.Md.CH-1003(ia),8394,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1032.6 m,3275 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.974823 -33.332189)
CHE.Md.CH-1005,8395,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,997.5 m,3255 m,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.980933 -33.357181)
CHE.Md.CH-1006,8396,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,996.21 m,3236 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.977294 -33.357931)
CHE.Md.CH-1007,8397,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,957.7 m,3180 m,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.973267 -33.357236)
CHE.Md.CHxp-1008,8398,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,993.7 m,4180 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.975767 -33.355014)
CHE.Md.CH-1009,8399,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,990.83 m,3194 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.970989 -33.354486)
CHE.Md.CH-1010(ia),8400,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,982 m,3195 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.969489 -33.361181)
CHE.Md.CH-1011(ia),8401,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,992 m,3208 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.973017 -33.363097)
CHE.Md.CH-1014,8402,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1002.13 m,3230 m,No informado,No informado,No informado,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.979989 -33.353681)
CHE.Md.CH-1015,8403,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1006.25 m,3277 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.976156 -33.350986)
CHE.Md.CH-1017,8404,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1025.88 m,3585 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.983433 -33.35035)
CHE.Md.CH-1018,8405,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,985.68 m,3600 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.966903 -33.353153)
CHE.Md.CH-1019,8406,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1003.4 m,3630 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.976128 -33.347153)
